140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
140322952504402329,1
140322958847868928,2
